ORD-000001,2026/01/02,CUST-1001,LED Desk Lamp,1,0.0,US
ORD-000002,2026/01/03,CUST-1002,Yoga Mat Premium,1,0.0,US
ORD-000003,2026/01/04,CUST-1003,Organic Cotton T-Shirt,1,0.0,US
ORD-000004,2026/01/05,CUST-1004,Mechanical Keyboard RGB,1,58.23,US
ORD-000005,2026/01/06,CUST-1005,Stainless Steel Water Bottle,1,0.0,US
ORD-000006,2026/01/07,CUST-1006,Noise Cancelling Earbuds,2,96.73,US
ORD-000007,2026/01/08,CUST-1007,Wireless Mouse Silent,1,52.46,US
ORD-000008,2026/01/09,CUST-1008,Smart Watch Series 5,1,65.66,US
ORD-000009,2026/01/10,CUST-1009,Yoga Mat Premium,1,0.0,US
ORD-000010,2026/01/11,CUST-1010,Running Shoes Elite,1,39.34,US
ORD-000011,2026/01/12,CUST-1011,Wireless Headphones Pro,1,61.31,US
ORD-000012,2026/01/13,CUST-1012,Yoga Mat Premium,2,36.53,US
ORD-000013,2026/01/14,CUST-1013,Stainless Steel Water Bottle,1,0.0,US
ORD-000014,2026/01/15,CUST-1014,Leather Wallet Classic,2,0.0,US
ORD-000015,2026/01/16,CUST-1015,Monitor Arm Dual,1,74.33,US
ORD-000016,2026/01/17,CUST-1016,Standing Desk Converter,1,82.67,US
ORD-000017,2026/01/18,CUST-1017,Stainless Steel Water Bottle,2,52.11,US
ORD-000018,2026/01/19,CUST-1018,Yoga Mat Premium,1,51.59,US
ORD-000019,2026/01/20,CUST-1019,Mechanical Keyboard RGB,1,79.82,US
ORD-000020,2026/01/21,CUST-1020,Bluetooth Speaker Mini,2,36.76,US
ORD-000021,2026/01/22,CUST-1021,Wireless Mouse Silent,2,76.81,US
ORD-000022,2026/01/23,CUST-1022,Monitor Arm Dual,2,0.0,US
ORD-000023,2026/01/24,CUST-1023,Wireless Mouse Silent,1,0.0,US
ORD-000024,2026/01/25,CUST-1024,External SSD 1TB,2,72.54,US
ORD-000025,2026/01/26,CUST-1025,Wireless Charger Pad,1,0.0,US
ORD-000026,2026/01/27,CUST-1026,Wireless Headphones Pro,1,35.67,US
ORD-000027,2026/01/28,CUST-1027,4K Webcam Pro,1,93.16,US
ORD-000028,2026/01/29,CUST-1028,Organic Cotton T-Shirt,1,0.0,US
ORD-000029,2026/01/30,CUST-1029,Mechanical Keyboard RGB,2,80.37,US
ORD-000030,2026/01/31,CUST-1030,Monitor Arm Dual,2,61.74,US
ORD-000031,2026/02/01,CUST-1031,Mechanical Keyboard RGB,2,58.76,US
ORD-000032,2026/02/02,CUST-1032,LED Desk Lamp,2,0.0,US
ORD-000033,2026/02/03,CUST-1033,Wireless Charger Pad,1,62.98,US
ORD-000034,2026/02/04,CUST-1034,Yoga Mat Premium,1,60.44,US
ORD-000035,2026/02/05,CUST-1035,Wireless Mouse Silent,2,0.0,US
ORD-000036,2026/02/06,CUST-1036,Wireless Mouse Silent,2,39.52,US
ORD-000037,2026/02/07,CUST-1037,Stainless Steel Water Bottle,2,67.34,US
ORD-000038,2026/02/08,CUST-1038,Leather Wallet Classic,2,69.79,US
ORD-000039,2026/02/09,CUST-1039,Running Shoes Elite,2,0.0,US
ORD-000040,2026/02/10,CUST-1040,Smart Watch Series 5,2,59.55,US
ORD-000041,2026/02/11,CUST-1041,Portable Power Bank,2,0.0,US
ORD-000042,2026/02/12,CUST-1042,External SSD 1TB,1,0.0,US
ORD-000043,2026/02/13,CUST-1043,Ergonomic Office Chair,1,62.83,US
ORD-000044,2026/02/14,CUST-1044,Organic Cotton T-Shirt,2,92.41,US
ORD-000045,2026/02/15,CUST-1045,Leather Wallet Classic,2,0.0,US
ORD-000046,2026/02/16,CUST-1046,4K Webcam Pro,1,0.0,US
ORD-000047,2026/02/17,CUST-1047,Organic Cotton T-Shirt,1,74.23,US
ORD-000048,2026/02/18,CUST-1048,LED Desk Lamp,2,0.0,US
ORD-000049,2026/02/19,CUST-1049,4K Webcam Pro,2,0.0,US
ORD-000050,2026/02/20,CUST-1050,Stainless Steel Water Bottle,1,63.03,US
ORD-000051,2026/02/21,CUST-1051,Leather Wallet Classic,1,84.45,US
ORD-000052,2026/02/22,CUST-1052,Wireless Headphones Pro,2,50.89,US
ORD-000053,2026/02/23,CUST-1053,Ergonomic Office Chair,1,0.0,US
ORD-000054,2026/02/24,CUST-1054,External SSD 1TB,1,0.0,US
ORD-000055,2026/02/25,CUST-1055,Running Shoes Elite,1,0.0,US
ORD-000056,2026/02/26,CUST-1056,Air Purifier Small,1,53.65,US
ORD-000057,2026/02/27,CUST-1057,Bluetooth Speaker Mini,1,61.65,US
ORD-000058,2026/02/28,CUST-1058,Monitor Arm Dual,1,60.4,US
ORD-000059,2026/03/01,CUST-1059,Running Shoes Elite,2,57.87,US
